gene_symbol,entrez_id,region,expression_level,marker_annotation,original_annotation
SYN2,6854,Temporal,+++++,NA,"ubiquitous(5,6)"
SYN3,8224,V1,+++,NA,"layer 2/3(4C,6)"
SYN3,8224,V2,+++,NA,layer 2/3(6)
SYN3,8224,Temporal,+++,NA,layer 2/3(6)
SYNE1,23345,V1,+++++,NA,ubiquitous
SYNE1,23345,V2,+++++,NA,ubiquitous
SYNE1,23345,Temporal,+++++,NA,ubiquitous
SYNGAP1,8831,V1,++++,NA,"ubiquitous(2/3,4C,6)"
SYNGAP1,8831,V2,++++,NA,ubiquitous
SYNGAP1,8831,Temporal,++++,NA,NA
SYNGR1,9145,V1,+++,NA,ubiquitous
SYNGR1,9145,V2,+++,NA,ubiquitous
SYNGR1,9145,Temporal,+++,NA,NA
SYNGR2,9144,V1,+,NA,ubiquitous
SYNGR2,9144,V2,+,NA,ubiquitous
SYNGR2,9144,Temporal,+,NA,NA
SYNGR3,9143,V1,+++,NA,ubiquitous
SYNGR3,9143,V2,+++,NA,ubiquitous
SYNGR3,9143,Temporal,+++,NA,ubiquitous
SYNGR4,23546,V1,+,NA,ubiquitous
SYNGR4,23546,V2,+,NA,ubiquitous
SYNGR4,23546,Temporal,+,NA,NA
SYNJ1,8867,V1,+++,NA,"ubiquitous(2/3,4C,5/6)"
SYNJ1,8867,V2,+++,NA,ubiquitous
SYNJ1,8867,Temporal,+++,NA,ubiquitous
SYNJ2,8871,V1,++++,NA,ubiquitous(6)
SYNJ2,8871,V2,++++,NA,ubiquitous(6)
SYNJ2,8871,Temporal,++++,NA,ubiquitous(6)
SYNPO2,171024,V1,+++,NA,ubiquitous(6)
SYNPO2,171024,V2,+++,NA,ubiquitous(6)
SYNPO2,171024,Temporal,+++,NA,ubiquitous(6)
SYNPR,132204,V1,++++,interneuron,layer 6+scattered
SYNPR,132204,V2,++++,interneuron,layer 6+scattered
SYNPR,132204,Temporal,++++,interneuron,layer 6+scattered
SYNPR,132204,V1,++++,interneuron,layer 6+scattered
SYNPR,132204,V2,++++,interneuron,layer 6+scattered
SYNPR,132204,Temporal,++++,interneuron,layer 6+scattered
SYNPR,132204,V1,++++,layer 6,layer 6+scattered
SYNPR,132204,V2,++++,layer 6,layer 6+scattered
SYNPR,132204,Temporal,++++,layer 6,layer 6+scattered
SYNPR,132204,V1,++++,layer 6,layer 6+scattered
SYNPR,132204,V2,++++,layer 6,layer 6+scattered
SYNPR,132204,Temporal,++++,layer 6,layer 6+scattered
SYP,6855,V1,+++++,NA,scattered+ubiquitous
SYP,6855,V2,+++++,NA,ubiquitous
SYP,6855,Temporal,+++++,NA,NA
SYPL1,6856,V1,++,NA,ubiquitous+oligodendrocyte
SYPL1,6856,V2,++,NA,ubiquitous+oligodendrocyte
SYPL1,6856,Temporal,++,NA,ubiquitous+oligodendrocyte
SYPL2,284612,V1,+,NA,ubiquitous
SYPL2,284612,V2,+,NA,ubiquitous
SYPL2,284612,Temporal,+,NA,NA
SYT1,6857,V1,+++++,NA,ubiquitous
SYT1,6857,V2,+++++,NA,ubiquitous
SYT1,6857,Temporal,+++++,NA,ubiquitous
SYT10,341359,V1,++,layer 6,sparse(6)
SYT10,341359,V2,++,layer 6,sparse(6)
SYT10,341359,Temporal,++,layer 6,sparse(6)
SYT11,23208,V1,+++++,NA,ubiquitous
SYT11,23208,V2,+++++,NA,ubiquitous
SYT11,23208,Temporal,+++++,NA,ubiquitous
SYT12,91683,V1,+++,NA,"layer 2/3,4C,5/6"
SYT12,91683,V2,+++,NA,ubiquitous
SYT12,91683,Temporal,+++,NA,ubiquitous
SYT13,57586,V1,++++,NA,"ubiquitous(2/3,4C)"
SYT13,57586,V2,++++,NA,"ubiquitous(2,3,4)"
SYT13,57586,Temporal,++++,NA,"ubiquitous(2,3,4)"
SYT14,255928,V1,++,NA,ubiquitous
SYT14,255928,V2,++,NA,ubiquitous
SYT14,255928,Temporal,++,NA,NA
SYT15,83849,V1,+++,NA,ubiquitous+VEC?
SYT15,83849,V2,+++,NA,ubiquitous+VEC?
SYT15,83849,Temporal,+++,NA,NA
SYT16,83851,V1,++,NA,"ubiquitous(2/3,4C,5/6)"
SYT16,83851,V2,++,NA,ubiquitous
SYT16,83851,Temporal,++,NA,ubiquitous
SYT17,51760,V1,+++,layer 2,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 2,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 2,ubiquitous(5)
SYT17,51760,V1,+++,layer 2,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 2,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 2,ubiquitous(5)
SYT17,51760,V1,+++,layer 2,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 2,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 2,ubiquitous(5)
SYT17,51760,V1,+++,layer 3,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 3,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 3,ubiquitous(5)
SYT17,51760,V1,+++,layer 3,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 3,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 3,ubiquitous(5)
SYT17,51760,V1,+++,layer 3,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 3,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 3,ubiquitous(5)
SYT17,51760,V1,+++,layer 5,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 5,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 5,ubiquitous(5)
SYT17,51760,V1,+++,layer 5,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 5,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 5,ubiquitous(5)
SYT17,51760,V1,+++,layer 5,"layer 2/3,5/6"
SYT17,51760,V2,+++,layer 5,ubiquitous(5)
SYT17,51760,Temporal,+++,layer 5,ubiquitous(5)
SYT2,127833,V1,+++++,layer 3,"layer 2,3,4+scattered(5)"
SYT2,127833,V2,+++++,layer 3,layer 3(5)
SYT2,127833,Temporal,+++++,layer 3,layer 3(5)
SYT2,127833,V1,+++++,layer 3,"layer 2,3,4+scattered(5)"
SYT2,127833,V2,+++++,layer 3,layer 3(5)
SYT2,127833,Temporal,+++++,layer 3,layer 3(5)
SYT2,127833,V1,+++++,layer 5,"layer 2,3,4+scattered(5)"
SYT2,127833,V2,+++++,layer 5,layer 3(5)
SYT2,127833,Temporal,+++++,layer 5,layer 3(5)
SYT2,127833,V1,+++++,layer 5,"layer 2,3,4+scattered(5)"
SYT2,127833,V2,+++++,layer 5,layer 3(5)
SYT2,127833,Temporal,+++++,layer 5,layer 3(5)
SYT3,84258,V1,++,NA,ubiquitous
SYT3,84258,V2,++,NA,ubiquitous
SYT3,84258,Temporal,++,NA,ubiquitous
SYT4,6860,V1,++++,NA,"layer(2/3,4C),6"
SYT4,6860,V2,++++,NA,"ubiquitous(3,5/6)"
SYT4,6860,Temporal,++++,NA,"ubiquitous(3,5/6)"
SYT5,6861,V1,++++,NA,"layer(2/3,4C),6"
SYT5,6861,V2,++++,NA,ubiquitous
SYT5,6861,Temporal,++++,NA,ubiquitous
SYT6,148281,V1,+++++,layer 6,layer 6
SYT6,148281,V2,+++++,layer 6,layer 6
SYT6,148281,Temporal,+++++,layer 6,layer 6
SYT7,9066,V1,+++++,NA,"ubiquitous(2/3,4C,5/6)"
SYT7,9066,V2,+++++,NA,ubiquitous
SYT7,9066,Temporal,+++++,NA,ubiquitous
SYT9,143425,V1,-,NA,none
SYT9,143425,V2,-,NA,none
SYT9,143425,Temporal,-,NA,none
SYTL1,84958,V1,+,NA,ubiquitous
SYTL1,84958,V2,+,NA,ubiquitous
SYTL1,84958,Temporal,+,NA,NA
SYTL2,54843,V1,++,NA,"layer 2/3,4C,5/6"
SYTL2,54843,V2,++,NA,ubiquitous
SYTL2,54843,Temporal,++,NA,ubiquitous
SYTL4,94121,V1,+,NA,sparse to none
SYTL4,94121,V2,+,NA,sparse to none
SYTL4,94121,Temporal,+,NA,sparse to none
TAAR6,319100,V1,-,NA,none
TAAR6,319100,V2,-,NA,none
TAAR6,319100,Temporal,-,NA,NA
TAC1,6863,V1,++++,interneuron,scattered
TAC1,6863,V2,++++,interneuron,scattered
TAC1,6863,Temporal,++++,interneuron,scattered
TAC3,6866,V1,++++,interneuron,scattered
TAC3,6866,V2,++++,interneuron,scattered
TAC3,6866,Temporal,++++,interneuron,scattered
TACR1,6869,V1,++++,NA,scattered
TACR1,6869,V2,++++,NA,scattered
TACR1,6869,Temporal,++++,NA,scattered+ubiquitous
TACR2,6865,V1,-,NA,none
TACR2,6865,V2,-,NA,none
TACR2,6865,Temporal,-,NA,NA
TACR3,6870,V1,-,NA,none
TACR3,6870,V2,-,NA,none
TACR3,6870,Temporal,-,NA,none
TAP1,6890,V1,+,NA,sparse to none
TAP1,6890,V2,+,NA,sparse to none
TAP1,6890,Temporal,+,NA,NA
TAP2,6891,V1,+++,NA,scattered+ubiquitous
TAP2,6891,V2,+++,NA,scattered+ubiquitous
TAP2,6891,Temporal,+++,NA,NA
TDO2,6999,V1,-,NA,none
TDO2,6999,V2,-,NA,none
TDO2,6999,Temporal,-,NA,none
TF,7018,V1,+++++,NA,ubiquitous+oligodendrocyte
TF,7018,V2,+++++,NA,ubiquitous+oligodendrocyte
TF,7018,Temporal,+++++,NA,NA
TGFB1,7040,V1,++++,NA,ubiquitous
TGFB1,7040,V2,++++,NA,ubiquitous
TGFB1,7040,Temporal,++++,NA,ubiquitous
TH,7054,V1,+++++,interneuron,sparse(6)
TH,7054,V2,+++++,interneuron,sparse(6)
TH,7054,Temporal,+++++,interneuron,sparse(6)
TH,7054,V1,+++++,interneuron,sparse(6)
TH,7054,V2,+++++,interneuron,sparse(6)
TH,7054,Temporal,+++++,interneuron,sparse(6)
TH,7054,V1,+++++,layer 6,sparse(6)
TH,7054,V2,+++++,layer 6,sparse(6)
TH,7054,Temporal,+++++,layer 6,sparse(6)
TH,7054,V1,+++++,layer 6,sparse(6)
TH,7054,V2,+++++,layer 6,sparse(6)
TH,7054,Temporal,+++++,layer 6,sparse(6)
THBS2,7058,V1,+++,NA,scattered
THBS2,7058,V2,+++,NA,scattered
THBS2,7058,Temporal,+++,NA,scattered
THSD7B,80731,V1,+++,NA,sparse
THSD7B,80731,V2,+++,NA,sparse
THSD7B,80731,Temporal,+++,NA,sparse
TIAM1,7074,V1,+++,NA,"ubiquitous(2/3,4)"
TIAM1,7074,V2,+++,NA,"ubiquitous(2/3,4)"
TIAM1,7074,Temporal,+++,NA,"ubiquitous(2/3,4)"
NKX2-1,7080,V1,+,NA,sparse to none
NKX2-1,7080,V2,+,NA,sparse to none
NKX2-1,7080,Temporal,+,NA,sparse to none
TLE4,7091,V1,++++,layer 6,layer 6
TLE4,7091,V2,++++,layer 6,layer 6
TLE4,7091,Temporal,++++,layer 6,layer 6
TM6SF1,53346,V1,++,NA,scattered
TM6SF1,53346,V2,++,NA,scattered
TM6SF1,53346,Temporal,++,NA,scattered
TMEM145,284339,V1,++++,NA,ubiquitous
TMEM145,284339,V2,++++,NA,ubiquitous
TMEM145,284339,Temporal,++++,NA,ubiquitous
TMEM150C,441027,V1,+,NA,ubiquitous
TMEM150C,441027,V2,+,NA,ubiquitous
TMEM150C,441027,Temporal,+,NA,ubiquitous
TMEM163,81615,V1,++,layer 3,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 3,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 3,ubiquitous
TMEM163,81615,V1,++,layer 3,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 3,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 3,ubiquitous
TMEM163,81615,V1,++,layer 3,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 3,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 3,ubiquitous
TMEM163,81615,V1,++,layer 5,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 5,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 5,ubiquitous
TMEM163,81615,V1,++,layer 5,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 5,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 5,ubiquitous
TMEM163,81615,V1,++,layer 5,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 5,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 5,ubiquitous
TMEM163,81615,V1,++,layer 6,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 6,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 6,ubiquitous
TMEM163,81615,V1,++,layer 6,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 6,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 6,ubiquitous
TMEM163,81615,V1,++,layer 6,"layer(2/3),5/6"
TMEM163,81615,V2,++,layer 6,"layer 3,5,6"
TMEM163,81615,Temporal,++,layer 6,ubiquitous
TMEM200A,114801,V1,+,NA,ubiquitous
TMEM200A,114801,V2,+,NA,ubiquitous
TMEM200A,114801,Temporal,+,NA,ubiquitous
TMEM215,401498,V1,+++,layer 4,layer 4C
TMEM215,401498,V2,+++,layer 4,sparse to none
TMEM215,401498,Temporal,+++,layer 4,sparse to none
TNF,7124,V1,+,NA,ubiquitous
TNF,7124,V2,+,NA,ubiquitous
TNF,7124,Temporal,+,NA,NA
TNFAIP8L3,388121,V1,+++,interneuron,sparse+layer 4C
TNFAIP8L3,388121,V2,+++,interneuron,sparse
TNFAIP8L3,388121,Temporal,+++,interneuron,sparse
TNMD,64102,V1,-,NA,none
TNMD,64102,V2,-,NA,none
TNMD,64102,Temporal,-,NA,none
TNNC1,7134,V1,-,NA,none
TNNC1,7134,V2,-,NA,none
TNNC1,7134,Temporal,-,NA,none
TNNT1,7138,V1,+++,NA,scattered+ubiquitous
TNNT1,7138,V2,+++,NA,scattered+ubiquitous
TNNT1,7138,Temporal,+++,NA,scattered+ubiquitous
TOX,9760,V1,++,layer 5,"layer 4C,5/6"
TOX,9760,V2,++,layer 5,"layer 4,5,6"
TOX,9760,Temporal,++,layer 5,"layer 4,5,6"
TOX,9760,V1,++,layer 5,"layer 4C,5/6"
TOX,9760,V2,++,layer 5,"layer 4,5,6"
TOX,9760,Temporal,++,layer 5,"layer 4,5,6"
TOX,9760,V1,++,layer 6,"layer 4C,5/6"
TOX,9760,V2,++,layer 6,"layer 4,5,6"
TOX,9760,Temporal,++,layer 6,"layer 4,5,6"
TOX,9760,V1,++,layer 6,"layer 4C,5/6"
TOX,9760,V2,++,layer 6,"layer 4,5,6"
TOX,9760,Temporal,++,layer 6,"layer 4,5,6"
TPBG,7162,V1,+++,layer 3,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 3,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 3,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 3,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 3,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 3,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 3,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 3,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 3,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 5,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 5,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 5,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 5,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 5,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 5,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 5,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 5,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 5,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 6,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 6,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 6,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 6,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 6,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 6,"layer 4,(3,6)"
TPBG,7162,V1,+++,layer 6,"layer 2/3,5/6"
TPBG,7162,V2,+++,layer 6,"layer 3,(4,6)"
TPBG,7162,Temporal,+++,layer 6,"layer 4,(3,6)"
TPH1,7166,V1,-,NA,none
TPH1,7166,V2,-,NA,none
TPH1,7166,Temporal,-,NA,NA
TPH2,121278,V1,-,NA,none
TPH2,121278,V2,-,NA,none
TPH2,121278,Temporal,-,NA,none
TRH,7200,V1,+++,NA,ubiquitous
TRH,7200,V2,+++,NA,ubiquitous
TRH,7200,Temporal,+++,NA,ubiquitous
TRHR,7201,V1,+,NA,ubiquitous
TRHR,7201,V2,+,NA,ubiquitous
TRHR,7201,Temporal,+,NA,ubiquitous
TRIB2,28951,V1,++++,layer 5,"ubiquitous(4C,5)"
TRIB2,28951,V2,++++,layer 5,"ubiquitous(4,5)"
TRIB2,28951,Temporal,++++,layer 5,"ubiquitous(4,5)"
TRPC4,7223,V1,++,NA,scattered
TRPC4,7223,V2,++,NA,scattered
TRPC4,7223,Temporal,++,NA,scattered
TRPC6,7225,V1,++,NA,scattered(5/6)
TRPC6,7225,V2,++,NA,"scattered(5,6)"
TRPC6,7225,Temporal,++,NA,"scattered(5,6)"
TRPM6,140803,V1,+,NA,sparse to none
TRPM6,140803,V2,+,NA,sparse to none
TRPM6,140803,Temporal,+,NA,sparse to none
TSC1,7248,V1,+++,NA,ubiquitous
TSC1,7248,V2,+++,NA,ubiquitous
TSC1,7248,Temporal,+++,NA,NA
TSC2,7249,V1,++++,NA,ubiquitous
TSC2,7249,V2,++++,NA,ubiquitous
TSC2,7249,Temporal,++++,NA,ubiquitous
TSPAN8,7103,V1,-,NA,none
TSPAN8,7103,V2,-,NA,none
TSPAN8,7103,Temporal,-,NA,NA
TTR,7276,V1,++,NA,ubiquitous
TTR,7276,V2,++,NA,ubiquitous
TTR,7276,Temporal,++,NA,NA
TUT1,64852,V1,+++,NA,scattered+ubiquitous
TUT1,64852,V2,+++,NA,scattered+ubiquitous
TUT1,64852,Temporal,+++,NA,NA
UBASH3B,84959,V1,+++,interneuron,scattered
UBASH3B,84959,V2,+++,interneuron,scattered
UBASH3B,84959,Temporal,+++,interneuron,scattered
UBE3A,7337,V1,+++,NA,ubiquitous
UBE3A,7337,V2,+++,NA,ubiquitous
UBE3A,7337,Temporal,+++,NA,ubiquitous
UCHL1,7345,V1,+++++,NA,ubiquitous
UCHL1,7345,V2,+++++,NA,ubiquitous
UCHL1,7345,Temporal,+++++,NA,ubiquitous
USP10,9100,V1,++,NA,ubiquitous
USP10,9100,V2,++,NA,ubiquitous
USP10,9100,Temporal,++,NA,NA
VAMP1,6843,V1,+++++,NA,scattered+ubiquitous
VAMP1,6843,V2,+++++,NA,scattered(3)+ubiquitous
VAMP1,6843,Temporal,+++++,NA,scattered(3)+ubiquitous
VAMP2,6844,V1,++++,NA,ubiquitous
VAMP2,6844,V2,++++,NA,ubiquitous
VAMP2,6844,Temporal,++++,NA,ubiquitous
VAMP3,9341,V1,+,NA,sparse to none
VAMP3,9341,V2,+,NA,sparse to none
VAMP3,9341,Temporal,+,NA,NA
VAMP4,8674,V1,+,NA,ubiquitous
VAMP4,8674,V2,+,NA,ubiquitous
VAMP4,8674,Temporal,+,NA,NA
VAMP8,8673,V1,+,NA,sparse to none
VAMP8,8673,V2,+,NA,sparse to none
VAMP8,8673,Temporal,+,NA,NA
VAPA,9218,V1,++,NA,ubiquitous
VAPA,9218,V2,++,NA,ubiquitous
VAPA,9218,Temporal,++,NA,NA
VAT1L,57687,V1,+++++,layer 5,sparse(5)
VAT1L,57687,V2,+++++,layer 5,sparse(5)
VAT1L,57687,Temporal,+++++,layer 5,sparse(5)
VIP,7432,V1,++++,interneuron,scattered
VIP,7432,V2,++++,interneuron,scattered
VIP,7432,Temporal,++++,interneuron,scattered
VIPR1,7433,V1,++++,NA,"layer (2/3,4C),6"
VIPR1,7433,V2,++++,NA,ubiquitous
VIPR1,7433,Temporal,++++,NA,NA
VIPR2,7434,V1,+++,NA,"layer 3,4(4C)"
VIPR2,7434,V2,+++,NA,layer 3
VIPR2,7434,Temporal,+++,NA,layer 3
VLDLR,7436,V1,+++,NA,scattered+ubiquitous
VLDLR,7436,V2,+++,NA,scattered+ubiquitous
VLDLR,7436,Temporal,+++,NA,scattered+ubiquitous
VRK3,51231,V1,+++,NA,scattered+ubiquitous
VRK3,51231,V2,+++,NA,scattered+ubiquitous
VRK3,51231,Temporal,+++,NA,NA
WFS1,7466,V1,+++,layer 2,scattered(2)
WFS1,7466,V2,+++,layer 2,scattered(2)
WFS1,7466,Temporal,+++,layer 2,scattered(2)
WNK1,65125,V1,+++,NA,scattered+ubiquitous
WNK1,65125,V2,+++,NA,scattered+ubiquitous
WNK1,65125,Temporal,+++,NA,NA
WNT2,7472,V1,+,NA,ubiquitous
WNT2,7472,V2,+,NA,ubiquitous
WNT2,7472,Temporal,+,NA,NA
XBP1,7494,V1,++,NA,ubiquitous
XBP1,7494,V2,++,NA,ubiquitous
XBP1,7494,Temporal,++,NA,ubiquitous
YJEFN3,374887,V1,+++++,interneuron,sparse+scattered
YJEFN3,374887,V2,+++++,interneuron,sparse+scattered
YJEFN3,374887,Temporal,+++++,interneuron,sparse+scattered
ZDHHC15,158866,V1,+,NA,ubiquitous
ZDHHC15,158866,V2,+,NA,ubiquitous
ZDHHC15,158866,Temporal,+,NA,NA
ZEB2,9839,V1,+++,NA,scattered
ZEB2,9839,V2,+++,NA,scattered
ZEB2,9839,Temporal,+++,NA,scattered
ZNF197,10168,V1,++,NA,ubiquitous
ZNF197,10168,V2,++,NA,ubiquitous
ZNF197,10168,Temporal,++,NA,NA
ZNF41,7592,V1,+++,NA,scattered+ubiquitous
ZNF41,7592,V2,+++,NA,scattered+ubiquitous
ZNF41,7592,Temporal,+++,NA,NA
ZNF674,641339,V1,+,NA,ubiquitous
ZNF674,641339,V2,+,NA,ubiquitous
ZNF674,641339,Temporal,+,NA,NA
ZNRF4,148066,V1,-,NA,none
ZNRF4,148066,V2,-,NA,none
ZNRF4,148066,Temporal,-,NA,NA
